hebname,numberofpop,city_heights,busStations,num_fact,pol_fact,amount_of_pol,aqi_global,cars,trees,lat,lan,belogns,type
תלמי אליהו,320.0,136.0,3.0,0.0,0.0,0.0,60.0,144.7241432,5304.0,31.2300278,34.4294776,מועצה אזורית אשכול,ישוב
שדה ניצן,393.0,135.0,1.0,0.0,0.0,0.0,60.0,177.7393342,5304.0,31.2284956,34.4174077,מועצה אזורית אשכול,ישוב
בני נצרים,916.0,52.0,1.0,0.0,0.0,0.0,60.0,414.2728564,5304.0,31.140986,34.3147298,מועצה אזורית אשכול,ישוב
נווה,1333.0,100.0,1.0,0.0,0.0,0.0,60.0,602.8665058,5304.0,31.1620776,34.3300605,מועצה אזורית אשכול,ישוב
שלומית,469.0,93.0,2.0,0.0,0.0,0.0,60.0,212.1113232,5304.0,31.1685255,34.3035802,מועצה אזורית אשכול,ישוב
הודיה,604.0,223.0,2.0,0.0,0.0,0.0,55.0,290.8276548,1396.0,31.6756487,34.6398404,מועצה אזורית חוף אשקלון,ישוב
מבקיעים,517.0,57.0,4.0,0.0,0.0,0.0,56.0,248.9369181,1396.0,31.6221558,34.5771198,מועצה אזורית חוף אשקלון,ישוב
משען,1043.0,50.0,2.0,0.0,0.0,0.0,54.0,502.2073603,1396.0,31.6576442,34.6237776,מועצה אזורית חוף אשקלון,ישוב
ברכיה,1242.0,725.0,7.0,0.0,0.0,0.0,54.0,598.0263998,1396.0,31.6678257,34.6268196,מועצה אזורית חוף אשקלון,ישוב
בית שיקמה,893.0,53.0,3.0,0.0,0.0,0.0,53.0,429.9819452,1396.0,31.6374791,34.6104564,מועצה אזורית חוף אשקלון,ישוב
גברעם,674.0,94.0,1.0,0.0,0.0,0.0,58.0,324.5328509,1396.0,31.5909454,34.6115031,מועצה אזורית חוף אשקלון,ישוב
כוכב מיכאל,1122.0,94.0,8.0,0.0,0.0,0.0,57.0,540.2460714,1396.0,31.6274859,34.6670889,מועצה אזורית חוף אשקלון,ישוב
גיאה,972.0,42.0,7.0,0.0,0.0,0.0,55.0,468.0206655,1396.0,31.6275573,34.6024158,מועצה אזורית חוף אשקלון,ישוב
חלץ,504.0,25.0,3.0,1.0,0.0,0.0,59.0,242.6773811,1396.0,31.5774293,34.6575334,מועצה אזורית חוף אשקלון,ישוב
זיקים,918.0,40.0,1.0,0.0,0.0,0.0,54.0,442.0195113,1396.0,31.609373,34.5221474,מועצה אזורית חוף אשקלון,ישוב
ניצנים,624.0,35.0,1.0,0.0,0.0,0.0,56.0,300.4577095,1396.0,31.7168321,34.634187,מועצה אזורית חוף אשקלון,ישוב
תלמי יפה,808.0,73.0,1.0,0.0,0.0,0.0,56.0,389.0542149,1396.0,31.6168578,34.6132893,מועצה אזורית חוף אשקלון,ישוב
ניצן,2696.0,39.0,8.0,0.0,0.0,0.0,57.0,1298.131385,1396.0,31.7399419,34.6318163,מועצה אזורית חוף אשקלון,ישוב
נתיב העשרה,948.0,60.0,3.0,0.0,0.0,0.0,54.0,456.464598,1396.0,31.5716799,34.5395488,מועצה אזורית חוף אשקלון,ישוב
בת הדר,760.0,34.0,2.0,0.0,0.0,0.0,52.0,365.9420798,1396.0,31.646519,34.5960329,מועצה אזורית חוף אשקלון,ישוב
באר גנים,2153.0,53.0,4.0,0.0,0.0,0.0,54.0,1036.675393,1396.0,31.7000465,34.610653,מועצה אזורית חוף אשקלון,ישוב
ניצן ב׳,317.0,37.0,3.2,0.0,0.0,0.0,57.0,152.6363707,1396.0,31.7361186,34.6359688,מועצה אזורית חוף אשקלון,ישוב
כרמיה,656.0,29.0,1.0,0.0,0.0,0.0,54.0,315.8657934,1396.0,31.6053505,34.5430183,מועצה אזורית חוף אשקלון,ישוב
מלילות,398.0,112.0,3.0,0.0,0.0,0.0,62.0,173.8680108,1367.0,31.3900104,34.5959269,מועצה אזורית שדות נגב,ישוב
תקומה,724.0,130.0,2.0,0.0,0.0,0.0,62.0,316.282508,1367.0,31.4485605,34.5775724,מועצה אזורית שדות נגב,ישוב
כפר מימון,438.0,99.0,3.4,0.0,0.0,0.0,61.0,191.3421812,1367.0,31.4308052,34.5363846,מועצה אזורית שדות נגב,ישוב
מעגלים,2075.0,127.0,4.0,0.0,0.0,0.0,62.0,906.4726599,1367.0,31.3974042,34.5983178,מועצה אזורית שדות נגב,ישוב
בית הגדי,867.0,18.0,6.0,0.0,0.0,0.0,62.0,378.7526714,1367.0,31.4239086,34.606739,מועצה אזורית שדות נגב,ישוב
גבעולים,426.0,228.0,3.0,0.0,0.0,0.0,62.0,186.0999281,1367.0,31.3963714,34.5915141,מועצה אזורית שדות נגב,ישוב
יזרעם,955.4,105.6,3.6,0.0,0.0,0.0,62.0,417.37059179999994,1367.0,31.4428197,34.5729015,מועצה אזורית שדות נגב,ישוב
שוקדה,665.0,82.0,1.0,0.0,0.0,0.0,61.0,290.5081064,1367.0,31.4216668,34.5253818,מועצה אזורית שדות נגב,ישוב
סעד,838.0,103.0,1.0,0.0,0.0,0.0,61.0,366.0838951,1367.0,31.470029,34.5355347,מועצה אזורית שדות נגב,ישוב
תושייה,891.0,107.0,2.0,0.0,0.0,0.0,61.0,389.2371726,1367.0,31.4332368,34.5411813,מועצה אזורית שדות נגב,ישוב
זימרת,685.0,25.0,1.2,0.0,0.0,0.0,62.0,299.2451916,1367.0,31.4472752,34.55233,מועצה אזורית שדות נגב,ישוב
שיבולים,308.0,130.0,3.0,0.0,0.0,0.0,62.0,134.55112,1367.0,31.3959804,34.6089348,מועצה אזורית שדות נגב,ישוב
יושיביה,747.0,131.0,3.0,0.0,0.0,0.0,63.0,326.3301552,1367.0,31.4435485,34.6091452,מועצה אזורית שדות נגב,ישוב
כפר עזה,787.0,89.0,1.0,0.0,0.0,0.0,60.0,317.2546451,7495.0,31.4833351,34.5333225,מועצה אזורית שער הנגב,ישוב
דורות,915.0,414.0,1.0,0.0,0.0,0.0,63.0,368.8538789,7495.0,31.506606,34.645993,מועצה אזורית שער הנגב,ישוב
נחל עוז,479.0,70.0,2.0,0.0,0.0,0.0,59.0,193.0939965,7495.0,31.4724074,34.4982114,מועצה אזורית שער הנגב,ישוב
ארז,616.0,39.0,1.0,0.0,0.0,0.0,55.0,248.3212972,7495.0,31.5605003,34.5666313,מועצה אזורית שער הנגב,ישוב
ניר עם,726.0,115.0,2.0,0.0,0.0,0.0,63.0,292.6643895,7495.0,31.5193144,34.5807617,מועצה אזורית שער הנגב,ישוב
יכיני,730.0,129.0,6.0,0.0,0.0,0.0,63.0,294.276865,7495.0,31.4832232,34.6000858,מועצה אזורית שער הנגב,ישוב
אור הנר,835.0,29.0,1.0,0.0,0.0,0.0,59.0,336.6043583,7495.0,31.5575591,34.6000531,מועצה אזורית שער הנגב,ישוב
צופים,2553.0,153.0,1.0,0.0,0.0,0.0,59.0,963.8022175,3090.0,32.1981952,35.0096527,מועצה אזורית שומרון,ישוב
סלעית,1450.0,248.0,5.0,0.0,0.0,0.0,59.0,547.4004012,3090.0,32.2428207,35.0508118,מועצה אזורית שומרון,ישוב
אבני חפץ,2363.0,92.0,9.0,0.0,0.0,0.0,59.0,892.0738944,3090.0,32.2847457,35.0735508,מועצה אזורית שומרון,ישוב
שבי שומרון,1083.0,335.0,4.0,0.0,0.0,0.0,59.0,408.8514649,3090.0,32.2632266,35.1847555,מועצה אזורית שומרון,ישוב
עינב,1640.0,291.0,5.8,0.0,0.0,0.0,59.0,619.1287305,3090.0,32.284654,35.1264335,מועצה אזורית שומרון,ישוב
עלי זהב,4647.0,350.0,5.0,0.0,0.0,0.0,57.0,1754.32391,3090.0,32.071123,35.0633541,מועצה אזורית שומרון,ישוב
פדואל,2084.0,370.0,1.0,0.0,0.0,0.0,57.0,786.7465013,3090.0,32.0618402,35.0531672,מועצה אזורית שומרון,ישוב
חיננית,1659.0,419.0,3.0,0.0,0.0,0.0,58.0,626.3015643,3090.0,32.4807492,35.1735487,מועצה אזורית שומרון,ישוב
שקד,1128.0,405.0,3.0,0.0,0.0,0.0,58.0,425.8397556,3090.0,32.4737016,35.1686012,מועצה אזורית שומרון,ישוב
ריחן,408.0,363.0,2.0,0.0,0.0,0.0,58.0,154.0271506,3090.0,32.4687018,35.1352008,מועצה אזורית שומרון,ישוב
עץ אפרים,1914.4,216.0,6.0,0.0,0.0,0.0,57.0,770.87814592,3090.0,32.1191908,35.0469433,מועצה אזורית שומרון,ישוב
שערי תקוה,2800.0,179.0,16.0,0.0,0.0,0.0,57.0,931.46383068,3090.0,32.1206446,35.0292622,מועצה אזורית שומרון,ישוב
איתמר,1470.0,156.0,1.0,0.0,0.0,0.0,58.0,554.9507526,3090.0,32.1744995,35.3083649,מועצה אזורית שומרון,ישוב
אלון מורה,2105.0,149.0,19.0,0.0,0.0,0.0,59.0,794.6743795,3090.0,32.2357073,35.3316268,מועצה אזורית שומרון,ישוב
הר ברכה,1371.2,579.2,2.0,0.0,0.0,0.0,58.0,517.6520215200001,3090.0,32.1924095,35.2651028,מועצה אזורית שומרון,ישוב
חרמש,245.0,813.0,1.0,0.0,0.0,0.0,59.0,92.49178954,3090.0,32.4232445,35.1187592,מועצה אזורית שומרון,ישוב
טל מנשה,1292.4,466.4,2.4,0.0,0.0,0.0,58.0,487.9036418399999,3090.0,32.4834453,35.1604264,מועצה אזורית שומרון,ישוב
יצהר,2093.0,759.0,2.0,0.0,0.0,0.0,58.0,790.1441656,3090.0,32.1686097,35.2337655,מועצה אזורית שומרון,ישוב
יקיר,2586.0,396.0,3.0,0.0,0.0,0.0,58.0,976.2603097,3090.0,32.1493843,35.1145215,מועצה אזורית שומרון,ישוב
כפר תפוח,1639.0,654.0,3.0,0.0,0.0,0.0,58.0,618.7512129,3090.0,32.1190711,35.2500919,מועצה אזורית שומרון,ישוב
מבוא דותן,612.0,314.0,2.0,0.0,0.0,0.0,59.0,231.0407258,3090.0,32.4207276,35.1748061,מועצה אזורית שומרון,ישוב
מגדלים,592.0,775.0,2.0,0.0,0.0,0.0,58.0,223.4903744,3090.0,32.0898796,35.3423054,מועצה אזורית שומרון,ישוב
קריית נטפים,1009.0,431.0,2.0,0.0,0.0,0.0,58.0,380.9151739,3090.0,32.1164532,35.1126872,מועצה אזורית שומרון,ישוב
רחלים,1062.0,552.0,2.0,0.0,0.0,0.0,58.0,400.9236021,3090.0,32.1028268,35.2569545,מועצה אזורית שומרון,ישוב
נופי נחמיה,1371.2,579.2,2.0,0.0,0.0,0.0,58.0,517.65202152,3090.0,32.0982619,35.2360311,מועצה אזורית שומרון,ישוב
ברוכין,2412.0,73.0,2.0,0.0,0.0,0.0,57.0,910.5722616,3090.0,32.0821317,35.0907027,מועצה אזורית שומרון,ישוב
סנה יעקב,1371.2,579.2,2.0,0.0,0.0,0.0,58.0,517.6520215200001,3090.0,32.178602,35.2623832,מועצה אזורית שומרון,ישוב
גבעה 851,1371.2,579.2,2.0,0.0,0.0,0.0,58.0,517.6520215200001,3090.0,32.1667395,35.3359648,מועצה אזורית שומרון,ישוב
גבעות עולם,1371.2,579.2,2.0,0.0,0.0,0.0,58.0,517.6520215200001,3090.0,32.1611267,35.3528306,מועצה אזורית שומרון,ישוב
ברקן,2040.0,81.0,1.0,0.0,0.0,0.0,58.0,770.1357374,3090.0,32.1066179,35.1065559,מועצה אזורית שומרון,ישוב
נופים,1174.0,386.0,2.0,0.0,0.0,0.0,58.0,443.2055731,3090.0,32.1552683,35.1008663,מועצה אזורית שומרון,ישוב
רבבה,2950.0,422.0,1.0,0.0,0.0,0.0,58.0,1113.676681,3090.0,32.1191025,35.1276417,מועצה אזורית שומרון,ישוב
לשם,2438.4,237.6,6.0,0.0,0.0,0.0,57.0,920.53871684,3090.0,32.0697182,35.0508392,מועצה אזורית שומרון,ישוב
שלהבת,1842.8,508.6,1.8,0.0,0.0,0.0,58.0,695.6892828399999,3090.0,32.1705589,35.2281785,מועצה אזורית שומרון,ישוב
נחלה,725.0,123.0,7.0,0.0,0.0,0.0,60.0,131.9799483,7355.0,32.1703633,35.2329128,מועצה אזורית שומרון,ישוב
נחלה,725.0,123.0,7.0,0.0,0.0,0.0,60.0,517.3103645,7355.0,32.1703633,35.2329128,מועצה אזורית שומרון,ישוב
שכונת הקראוונים,1842.8,508.6,1.8,0.0,0.0,0.0,58.0,695.6892828399999,3090.0,32.1690662,35.239316,מועצה אזורית שומרון,ישוב
חומש,1150.6,369.0,4.2,0.0,0.0,0.0,59.0,434.37165516799996,3090.0,32.3093084,35.1925982,מועצה אזורית שומרון,ישוב
מעוז צבי,1150.6,369.0,4.2,0.0,0.0,0.0,59.0,434.37165516799996,3090.0,32.424935,35.1651345,מועצה אזורית שומרון,ישוב
חרבת סורוג',1150.6,369.0,4.2,0.0,0.0,0.0,59.0,434.37165516799996,3090.0,32.4875247,35.1968481,מועצה אזורית שומרון,ישוב
אום א-ריחאן,1292.4,466.4,2.4,0.0,0.0,0.0,58.0,487.90364184,3090.0,32.4835623,35.141936,מועצה אזורית שומרון,ישוב
טורה אל-שרקייה,1292.4,466.4,2.4,0.0,0.0,0.0,58.0,487.9036418399999,3090.0,32.4662099,35.1657712,מועצה אזורית שומרון,ישוב
חרבת אל-מונטאר אל ר'רבייה,1391.0,393.8,2.6,0.0,0.0,0.0,58.0,525.12687066,3090.0,32.4611891,35.1127953,מועצה אזורית שומרון,ישוב
חוות אלומות,1371.2,579.2,2.0,0.0,0.0,0.0,58.0,517.6520215200001,3090.0,32.1607414,35.3342055,מועצה אזורית שומרון,ישוב
